"Filename","Title","Author","Date","Nationality","Source","OCR_Score"
"123.txt","The Coral Island: A Tale of the Pacific Ocean. By Robert Michael Ballantyne ... With Illustrations by the Author","Ballantyne, (R. M.)","1858","British","Chadwyck",0.9832
"1230.txt","The Trumpet-Major: A Tale: By Thomas Hardy: In Three Volumes","Hardy, Thomas","1880","British","Chadwyck",0.9777
"1231.txt","The Well-Beloved: a Sketch of a Temperament: By Thomas Hardy: With an Etching by H. Macbeth-Raeburn and a Map of Wessex [Thomas Hardy's Works: The Wessex Novels: Volume XVII.]","Hardy, Thomas","[1897]","British","Chadwyck",0.9687
"1232.txt","The Woodlanders: By Thomas Hardy: In Three Volumes","Hardy, Thomas","1887","British","Chadwyck",0.9678
"1233.txt","Under the Greenwood Tree: A Rural Painting of the Dutch School. By the Author of 'Desperate Remedies.' In Two Volumes","Hardy, Thomas","1872","British","Chadwyck",0.9698
"1234.txt","Poste restante : a novel","Hargreaves C Y Carrie Y","1894","British","Chadwyck",0.9583
"1235.txt","Eunice : a novel","Harley, St. John","1876","British","Chadwyck",0.9493
"1236.txt","Mayfair to Millbank : a novel","Harris Richard 1833 1906","1870","British","Chadwyck",0.9573
"1237.txt","The emigrant family ; or, The story of an Australian settler","Harris, Alexander","1849","British","Chadwyck",0.9609
"1238.txt","The ideal artist; a novel","Harrison F Bayford","1893","British","Chadwyck",0.942
"1239.txt","A northern lily; five years of an uneventful life","Harrison Joanna","1886","British","Chadwyck",0.9461
"124.txt","Father Connell","Banim, John","1842","Irish","Chadwyck",0.9474
"1240.txt","Freda. A novel","Hart Fanny Wheeler","1878","British","Chadwyck",0.9557
"1241.txt","The eve of All-Hallows; or, Adelaide of Tyrconnel; a romance ..","Hartstonge, Matthew Weld","1825","British","Chadwyck",0.9285
"1242.txt","Brougham Castle : a novel : in two volumes","Harvey Jane of Newcastle","1816","British","Chadwyck",0.8993
"1243.txt","Plain John Orpington","Harwood John Berwick","1866","British","Chadwyck",0.9626
"1244.txt","Sir Robert Shirley, bart","Harwood John Berwick","1886","British","Chadwyck",0.9435
"1245.txt","Secrets in every mansion, or, The surgeon's memorandum-book : a Scottish record","Hatton Ann Julia Kemble","1818","British","Chadwyck",0.9104
"1246.txt","A modern Ulysses. : Being the life, loves, adventures, and strange experiences of Horace Durand.","Hatton, Joseph","1883","British","Chadwyck",0.9608
"1247.txt","Bitter sweets","Hatton, Joseph","1865","British","Chadwyck",0.9483
"1248.txt","The old house at Sandwich : the story of a ruined home, as developed in the strange revelations of Hickory Maynard","Hatton, Joseph","1887","British","Chadwyck",0.9553
"1249.txt","The Tallants of Barton; a tale of fortune and finance ..","Hatton, Joseph","1867","British","Chadwyck",0.9554
"125.txt","Tales","Banim, John","1825","Irish","Chadwyck",0.9353
"1250.txt","Three recruits and the girls they left behind them : a novel","Hatton, Joseph","1880","British","Chadwyck",0.9546
"1251.txt","Under the great seal","Hatton, Joseph","1893","British","Chadwyck",0.9546
"1252.txt","Arthur Montague, or, An only son at sea","Hawker, Edward","1850","British","Chadwyck",0.9512
"1253.txt","Heraline; or, Opposite proceedings","Hawkins, Laetitia Matilda","1821","British","Chadwyck",0.9462
"1254.txt","The countess and Gertrude; or, Modes of discipline","Hawkins, Laetitia Matilda","1812","British","Chadwyck",0.9366
"1255.txt","Idolatry, a romance","Hawthorne Julian 1846 1934","1874","British","Chadwyck",0.9463
"1256.txt","Fanshawe (1828)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9789
"1257.txt","Legends of the Province House (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9757
"1258.txt","Night Sketches (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9756
"1259.txt","Peter Goldthwaite's Treasure (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9736
"126.txt","The Boyne water : a tale","Banim, John","1826","Irish","Chadwyck",0.9375
"1260.txt","Septimius Felton; or, The Elixir of Life. (1872)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9806
"1261.txt","Snow Flakes (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9683
"1262.txt","The Blithedale Romance. (1852)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9784
"1263.txt","The Celestial Rail-road (1843)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.98
"1264.txt","The House of Seven Gables: A Romance. (1851)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9695
"1265.txt","The Scarlet Letter (1850)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9713
"1266.txt","The Seven Vagabonds (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9849
"1267.txt","The Shaker Bridal (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9882
"1268.txt","The Sister Years (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9816
"1269.txt","The Snow-Image, and Other Twice-Told Tales (1852)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9808
"127.txt","The croppy; a tale of 1798","Banim, John","1828","Irish","Chadwyck",0.9395
"1270.txt","The Threefold Destiny (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9699
"1271.txt","The Toll-Gatherer's Day (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9745
"1272.txt","The Village Uncle (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9926
"1273.txt","The White Old Maid (1842)","Hawthorne, Nathaniel","1834","American","Chadwyck",0.9841
"1274.txt","Under the will and other tales. : By Mary Cecil Hay, ... In three volumes","Hay Mary Cecil 1840 1866","1878","British","Chadwyck",0.9624
"1275.txt","The Blood Seedling (1872): a machine-readable
transcript","Hay, John","1871.5","American","Chadwyck",0.9583
"1276.txt","Memoirs of Emma Courtney. By Mary Hays. In Two Volumes.","Hays, Mary","1796","British","Chadwyck",0.97
"1277.txt","The Victim of Prejudice","Hays, Mary","1799","British","Chadwyck",0.9898
"1278.txt","Dulcibel","Hayward, Gertrude M.","1890","British","Chadwyck",0.9415
"1279.txt","Rybrent de Cruce ..","Head Miss","1829","British","Chadwyck",0.9435
"128.txt","The denounced","Banim, John","1830","Irish","Chadwyck",0.9462
"1280.txt","Adeline, or, the mysteries, romance, and realities of Jewish life","Heighway, Osborn W. Trenery","1854","British","Chadwyck",0.939
"1281.txt","Louisa, or The cottage on the moor. By Elizabeth Helme ...","Helme, Elizabeth","2008-09-05","British","Chadwyck",0.9411
"1282.txt","St. Clair of the isles: or, The outlaws of Barra, a Scottish tradition","Helme, Elizabeth","1803","British","Chadwyck",0.8234
"1283.txt","The farmer of Inglewood Forest ; or, An affecting portrait of virtue and vice","Helme, Elizabeth","1825","British","Chadwyck",0.8787
"1284.txt","The pilgrim of the cross : or, The chronicles of Christabelle de Mowbray : an ancient legend","Helme, Elizabeth","1805","British","Chadwyck",0.9449
"1285.txt","Casimir Maremma","Helps, Sir Arthur","1870","British","Chadwyck",0.9546
"1286.txt","Ivan de Biron; or, The Russian court in the middle of last century","Helps, Sir Arthur","1874","British","Chadwyck",0.9422
"1287.txt","Freida the Jongleur.","Hemphill Barbara Hare","1857","British","Chadwyck",0.9478
"1288.txt","Lionel Deerhurst, or, Fashionable life under the Regency","Hemphill Barbara Hare","1846","British","Chadwyck",0.9512
"1289.txt","Foiled","Henniker Florence d 1923","1893","British","Chadwyck",0.9587
"129.txt","The mayor of Wind-Gap ; and Canvassing","Banim, Michael","1835","Irish","Chadwyck",0.9347
"1290.txt","The white slave; and the Russian prince","Henningsen C F Charles Frederick 1815 1877","1846","British","Chadwyck",0.9613
"1291.txt","The white slave; or, The Russian peasant girl","Henningsen C F Charles Frederick 1815 1877","1845","British","Chadwyck",0.9605
"1292.txt","White and red","Henslowe J R","1882","British","Chadwyck",0.9576
"1293.txt","Dorothy's double","Henty, George Alfred","1894","British","Chadwyck",0.9621
"1294.txt","The Spanish outlaw : a tale","Herbert William Esq of","1807","British","Chadwyck",0.9437
"1295.txt","Dermont O'Brien; or, The Taking of Tredagh. A Tale of 1649
(1849)","Herbert, Henry William","1832.5","American","Chadwyck",0.9621
"1296.txt","Guarica, the Charib Bride. A Legend of Hispaniola (1844)","Herbert, Henry William","1832.5","American","Chadwyck",0.9667
"1297.txt","Ingleborough Hall, and Lord of the Manor (1847)","Herbert, Henry William","1832.5","American","Chadwyck",0.9694
"1298.txt","Marmaduke Wyvil; or, The Maid's Revenge . . . (1843)","Herbert, Henry William","1832.5","American","Chadwyck",0.9678
"1299.txt","My Shooting Box. By Frank Forester [pseud.] (1846)","Herbert, Henry William","1832.5","American","Chadwyck",0.9594
"13.txt","Saint James's or, The court of Queen Anne. By W. Harrison Ainsworth.","Ainsworth, William","2008-10-06","British","Chadwyck",0.9324
"130.txt","The Town of the Cascades","Banim, Michael","1864","Irish","Chadwyck",0.9532
"1300.txt","Persons and Pictures from the Histories of France and England,
from the Norman Conquest to the Fall of the Stuarts. (1854)","Herbert, Henry William","1832.5","American","Chadwyck",0.9719
"1301.txt","Pierre, the Partisan: A Tale of the Mexican Marches (1848)","Herbert, Henry William","1832.5","American","Chadwyck",0.9805
"1302.txt","Ringwood the Rover: A Tale of Florida (1843)","Herbert, Henry William","1832.5","American","Chadwyck",0.9631
"1303.txt","The Cavaliers of England; or, The Times of the Revolutions of
1642 and 1688. (1852)","Herbert, Henry William","1832.5","American","Chadwyck",0.9807
"1304.txt","The Chevaliers of France, from the Crusaders to the Marechals
of Louis XIV. (1853)","Herbert, Henry William","1832.5","American","Chadwyck",0.976
"1305.txt","The Deerstalkers; or, Circumstantial Evidence. A Tale of the
South-western Counties. By Frank Forester [pseud.] (1849)","Herbert, Henry William","1832.5","American","Chadwyck",0.9559
"1306.txt","The Knights of England, France and Scotland. (1852)","Herbert, Henry William","1832.5","American","Chadwyck",0.9804
"1307.txt","The Lord of the Manor; or, Rose Castleton's Temptation. An Old
English Story (1844)","Herbert, Henry William","1832.5","American","Chadwyck",0.9722
"1308.txt","The Miller of Martigne (1847)","Herbert, Henry William","1832.5","American","Chadwyck",0.9666
"1309.txt","The Village Inn; or, The Adventures of Bellechassaigne
(1843)","Herbert, Henry William","1832.5","American","Chadwyck",0.9758
"131.txt","Melchior Gorles : a tale of modern mesmerism","Banks, Henry Nugent","1867","British","Chadwyck",0.9663
"1310.txt","The Warwick Woodlands; or, Things as They Were There Ten Years
Ago . . . (1845)","Herbert, Henry William","1832.5","American","Chadwyck",0.9568
"1311.txt","Wager of Battle: A Tale of Saxon Slavery in Sherwood Forest.
(1855)","Herbert, Henry William","1832.5","American","Chadwyck",0.9666
"1312.txt","Snooded Jessaline, or, The honour of a house","Hervey T K Mrs 1811 1903","1865","British","Chadwyck",0.96
"1313.txt","Led on : By Helen F. Hetherington and Rev. H. Darwin Burton ... In three volumes","Hetherington Helen F","1894","British","Chadwyck",0.9679
"1314.txt","No compromise","Hetherington Helen F","1892","British","Chadwyck",0.9693
"1315.txt","Paul Nugent, materialist","Hetherington Helen F","1890","British","Chadwyck",0.9659
"1316.txt","Lady Merton; a tale of the Eternal City","Heywood J C Joseph Converse d 1900","1890","British","Chadwyck",0.9721
"1317.txt","Malbone: An Oldport Romance. (1869)","Higginson, Thomas Wentworth","1867","American","Chadwyck",0.981
"1318.txt","An unfortunate arrangement.","Hill, John","1890","British","Chadwyck",0.9621
"1319.txt","The common ancestor : a novel","Hill, John","1894","British","Chadwyck",0.9406
"132.txt","Forbidden to marry : a novel","Banks, Linnaeus George","1883","British","Chadwyck",0.9324
"1320.txt","The waters of Marah : a novel","Hill, John","1883","British","Chadwyck",0.9545
"1321.txt","Treason-felony : a novel","Hill, John","1892","British","Chadwyck",0.9245
"1322.txt","Anselmo; or, The day of trial. A romance. In four volumes.","Hill, Mary","1813","British","Chadwyck",0.92
"1323.txt","Once for all : a novel","Hillary Max","1885","British","Chadwyck",0.9558
"1324.txt","Pandurang Hàrì, or Memoirs of a Hindoo ..","Hockley W B William Browne 1792 1860","1826","British","Chadwyck",0.9457
"1325.txt","When leaves were green; a novel","Hodges Sydney","1896","British","Chadwyck",0.9704
"1326.txt","The lover's creed : a novel","Hoey Frances Cashel 1830 1908","1884","British","Chadwyck",0.953
"1327.txt","The question of Cain","Hoey Frances Sarah Johnston 1830 1908","1882","British","Chadwyck",0.9549
"1328.txt","Could he do better?","Hoffmann, Arthur A.","1887","British","Chadwyck",0.9614
"1329.txt","A father as he should be : A novel ..","Hofland, Mrs. Barbara","1815","British","Chadwyck",0.9307
"133.txt","God's providence house : a story of 1791","Banks, Linnaeus George","1865","British","Chadwyck",0.9585
"1330.txt","Daniel Dennison, and the Cumberland statesman","Hofland, Mrs. Barbara","1846","British","Chadwyck",0.9627
"1331.txt","Says she to her neighbour, What? ..","Hofland, Mrs. Barbara","1812","British","Chadwyck",0.9402
"1332.txt","Tales of the manor","Hofland, Mrs. Barbara","1822","British","Chadwyck",0.9515
"1333.txt","Tales of the wars of Montrose","Hogg, James","1835","British","Chadwyck",0.9527
"1334.txt","The brownie of Bodsbeck, and other tales","Hogg, James","1818","British","Chadwyck",0.9398
"1335.txt","The Private Memoirs And Confessions Of A Justified Sinner ...","Hogg, James","1824","British","Chadwyck",0.986
"1336.txt","The shepherd's calendar","Hogg, James","1829","British","Chadwyck",0.9539
"1337.txt","Fortitude and frailty; a novel ... Inscribed to the revered memory of her lamented father","Holcroft Fanny d 1844","1817","British","Chadwyck",0.9383
"1338.txt","Anna St. Ives: A Novel.","Holcroft, Thomas","1792","British","Chadwyck",0.9762
"1339.txt","Memoirs of Bryan Perdue; a novel","Holcroft, Thomas","1805","British","Chadwyck",0.947
"134.txt","Sybilla and other stories","Banks, Linnaeus George","1884","British","Chadwyck",0.951
"1340.txt","The Adventures of Hugh Trevor","Holcroft, Thomas","1794","British","Chadwyck",0.9878
"1341.txt","The king's mail","Holl Henry 1811 1884","1863","British","Chadwyck",0.9618
"1342.txt","Arthur Bonnicastle: An American Novel. (1873)","Holland, J. G. (Josiah Gilbert)","1850","American","Chadwyck",0.9834
"1343.txt","Miss Gilbert's Career: An American Story. (1860)","Holland, J. G. (Josiah Gilbert)","1850","American","Chadwyck",0.9775
"1344.txt","Sevenoaks: A Story of To-Day. (1875)","Holland, J. G. (Josiah Gilbert)","1850","American","Chadwyck",0.9748
"1345.txt","The Bay-Path: A Tale of New England Colonial Life. (1857)","Holland, J. G. (Josiah Gilbert)","1850","American","Chadwyck",0.9773
"1346.txt","Ethel Woodville, or, Woman's ministry : a tale for the times","Hollings, Mrs.","1859","British","Chadwyck",0.9634
"1347.txt","Through thick and thin","Hollis Margery","1893","British","Chadwyck",0.9721
"1348.txt","Farmer John","Holmes George","1883","British","Chadwyck",0.9181
"1349.txt","Oakleigh, or, The minor of great expectations","Holmes W H M","1843","British","Chadwyck",0.9596
"135.txt","The Manchester man","Banks, Linnaeus George","1876","British","Chadwyck",0.9343
"1350.txt","Cousin Maud and Rosamond. (1860)","Holmes, Mary Jane","1866","American","Chadwyck",0.9615
"1351.txt","Darkness and Daylight. A Novel. (1864)","Holmes, Mary Jane","1866","American","Chadwyck",0.9757
"1352.txt","Dora Deane, or, The East India Uncle; and Maggie Miller, or,
Old Hagar's Secret. (1859)","Holmes, Mary Jane","1866","American","Chadwyck",0.9726
"1353.txt","Edna Browning; or, The Leighton Homestead. A Novel. (1872)","Holmes, Mary Jane","1866","American","Chadwyck",0.9638
"1354.txt","Ethelyn's Mistake; or, The Home in the West; A Novel.
(1869)","Holmes, Mary Jane","1866","American","Chadwyck",0.959
"1355.txt","Hugh Worthington. (1865)","Holmes, Mary Jane","1866","American","Chadwyck",0.9754
"1356.txt","'Lena Rivers. (1856)","Holmes, Mary Jane","1866","American","Chadwyck",0.9551
